0	239
1	238
2	238
3	237
4	237
5	236
6	235
7	234
8	234
9	233
10	232
11	231
12	230
13	230
14	229
15	228
16	227
17	226
18	225
19	224
20	223
21	222
22	221
23	220
24	219
25	218
26	217
27	215
28	214
29	213
30	212
31	211
32	210
33	208
34	207
35	206
36	205
37	203
38	202
39	201
40	200
41	198
42	197
43	196
44	194
45	193
46	192
47	191
48	189
49	188
50	187
51	185
52	184
53	183
54	182
55	180
56	179
57	178
58	176
59	175
60	174
61	173
62	171
63	170
64	169
65	168
66	166
67	165
68	164
69	163
70	161
71	160
72	159
73	157
74	156
75	155
76	154
77	152
78	151
79	150
80	148
81	147
82	146
83	144
84	143
85	141
86	140
87	139
88	137
89	136
90	134
91	133
92	131
93	130
94	128
95	126
96	125
97	123
98	122
99	120
100	118
101	117
102	115
103	113
104	111
105	110
106	108
107	106
108	104
109	102
110	101
111	99
112	97
113	95
114	93
115	91
116	89
117	87
118	85
119	84
120	82
121	80
122	78
123	76
124	74
125	72
126	70
127	69
128	67
129	65
130	63
131	61
132	59
133	58
134	56
135	54
136	53
137	51
138	49
139	48
140	46
141	45
142	43
143	42
144	40
145	39
146	38
147	36
148	35
149	34
150	32
151	31
152	30
153	29
154	28
155	27
156	26
157	25
158	24
159	23
160	22
161	21
162	20
163	19
164	19
165	18
166	17
167	16
168	16
169	15
170	14
171	14
172	13
173	13
174	12
175	12
176	11
177	11
178	10
179	10
180	9
181	9
182	8
183	8
184	8
185	7
186	7
187	6
188	6
189	6
190	5
191	5
192	5
193	5
194	4
195	4
196	4
197	3
198	3
199	3
200	3
201	3
202	2
203	2
204	2
205	2
206	2
207	1
208	1
209	1
210	1
211	1
212	1
213	1
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	1
241	1
242	1
243	1
244	1
245	1
246	1
247	1
248	2
249	2
250	2
251	2
252	2
253	3
254	3
255	3
256	3
257	4
258	4
259	4
260	4
261	5
262	5
263	5
264	6
265	6
266	7
267	7
268	7
269	8
270	8
271	9
272	9
273	10
274	10
275	11
276	11
277	12
278	13
279	13
280	14
281	15
282	16
283	17
284	17
285	18
286	19
287	20
288	21
289	22
290	24
291	25
292	26
293	27
294	28
295	30
296	31
297	33
298	34
299	36
300	37
301	39
302	41
303	42
304	44
305	46
306	48
307	50
308	52
309	54
310	56
311	58
312	60
313	62
314	65
315	67
316	69
317	71
318	74
319	76
320	79
321	81
322	83
323	85
324	88
325	90
326	93
327	95
328	98
329	100
330	103
331	105
332	107
333	110
334	112
335	114
336	117
337	119
338	121
339	124
340	126
341	128
342	130
343	132
344	134
345	136
346	139
347	140
348	142
349	144
350	146
351	148
352	149
353	151
354	153
355	154
356	156
357	157
358	159
359	160
360	161
361	163
362	164
363	165
364	166
365	167
366	169
367	170
368	171
369	172
370	173
371	173
372	174
373	175
374	176
375	177
376	178
377	179
378	179
379	180
380	181
381	182
382	182
383	183
384	184
385	184
386	185
387	186
388	187
389	187
390	188
391	189
392	189
393	190
394	191
395	191
396	192
397	193
398	194
399	194
400	195
401	196
402	196
403	197
404	198
405	199
406	199
407	200
408	201
409	201
410	202
411	203
412	203
413	204
414	205
415	206
416	206
417	207
418	208
419	208
420	209
421	210
422	210
423	211
424	212
425	212
426	213
427	213
428	214
429	215
430	215
431	216
432	216
433	217
434	218
435	218
436	219
437	219
438	220
439	220
440	221
441	221
442	222
443	222
444	223
445	223
446	224
447	224
448	225
449	225
450	226
451	226
452	227
453	227
454	227
